,set3
0,4140.0
1,4139.358887
2,4141.794922
3,4149.871582
4,4156.794922
5,4151.666504
6,4140.897461
7,4137.05127
8,4143.205078
9,4147.820313
10,4141.922852
11,4137.94873
12,4140.0
13,4137.94873
14,4136.153809
15,4139.871582
16,4138.077148
17,4129.230957
18,4124.102539
19,4122.820313
20,4124.743652
21,4126.666504
22,4126.922852
23,4131.538574
24,4137.563965
25,4140.128418
26,4139.102539
27,4138.461426
28,4138.461426
29,4131.794922
30,4122.05127
31,4117.436035
32,4121.410156
33,4132.563965
34,4137.563965
35,4125.256348
36,4116.538574
37,4124.230957
38,4127.179688
39,4125.256348
40,4129.102539
41,4127.94873
42,4123.077148
43,4123.461426
44,4126.025879
45,4126.153809
46,4124.230957
47,4120.512695
48,4114.358887
49,4108.717773
50,4112.307617
51,4122.692383
52,4124.487305
53,4116.153809
54,4114.871582
55,4121.922852
56,4124.230957
57,4123.333496
58,4125.641113
59,4126.282227
60,4122.820313
61,4122.692383
62,4125.512695
63,4126.282227
64,4126.153809
65,4118.589844
66,4112.94873
67,4119.871582
68,4123.333496
69,4120.384766
70,4119.230957
71,4119.743652
72,4120.128418
73,4121.794922
74,4120.641113
75,4118.077148
76,4121.538574
77,4123.461426
78,4122.05127
79,4130.384766
80,4137.179688
81,4129.487305
82,4124.230957
83,4123.589844
84,4125.256348
85,4133.717773
86,4134.871582
87,4122.563965
88,4121.794922
89,4132.820313
90,4137.436035
91,4135.128418
92,4137.94873
93,4150.384766
94,4160.128418
95,4157.05127
96,4149.358887
97,4143.077148
98,4137.820313
99,4134.230957
100,4136.538574
101,4142.563965
102,4142.820313
103,4135.769043
104,4134.102539
105,4140.384766
106,4141.153809
107,4135.641113
108,4131.922852
109,4129.230957
110,4128.974121
111,4128.717773
112,4126.410156
113,4128.846191
114,4137.820313
115,4141.410156
116,4137.692383
117,4137.94873
118,4136.282227
119,4132.563965
120,4136.153809
121,4140.769043
122,4134.102539
123,4123.333496
124,4121.025879
125,4123.846191
126,4125.641113
127,4121.153809
128,4106.538574
