,0
0,57.056349999999995
1,47.55758904024383
2,31.404161005220384
3,24.548784650515202
4,18.929019543178505
5,14.652838794064596
6,11.292657128600972
7,10.033318125838283
8,10.227522697040044
9,9.706100973870841
10,9.526311037735283
11,9.390758624036753
12,9.155036534854482
13,9.06415278349363
14,9.3375158622976
15,9.457444473213963
16,9.310923864412542
17,9.242747833022316
18,9.353723465351536
19,9.092279858359628
20,9.281984702721337
21,9.200230599367258
22,9.310887012868596
23,9.347822228215977
24,9.060750630890514
25,9.089119035892363
26,9.09013446502293
27,9.084512091566078
28,9.228614796500679
29,9.134912524887477
30,8.946331810670534
31,8.864127605568088
32,9.121409544175469
33,9.072054673326598
34,8.904886830941049
35,8.984433338750963
36,9.010784460454461
37,8.8701919002687
38,9.111259461220858
39,9.056710951137436
40,8.887177972594705
41,9.11609270781271
42,9.055155032405429
43,9.032530415413659
44,8.872557992826138
45,9.1033871361438
46,9.043988834162363
47,9.172282171101893
48,8.925483281531491
49,8.974226678863003
50,8.988412051477948
51,9.14187805419316
52,9.205613798196874
53,9.235284297841906
54,9.100002983255184
55,9.044149184588024
56,9.01672807517557
57,8.851408832056322
58,8.930107805957809
59,8.957268885339305
60,8.817868519532134
61,8.910268949400056
62,9.094511757908565
63,9.021348485327394
64,8.99568654291048
65,8.98418603995767
66,9.127140437393077
67,9.185278135625893
68,8.912208536024586
69,8.800516412260384
70,8.746608684671383
71,8.867400036897159
72,8.764111080415695
73,8.722589233716347
74,9.002942357555895
75,8.816801257177485
76,8.745164791827348
77,8.71255309851864
78,8.994312440172623
79,9.109265189374298
80,9.013258912119671
81,9.128405468571424
82,9.024440955724183
83,8.982327040845307
84,8.812411446151847
85,8.888487256430988
86,8.914402494766769
87,8.92442052975206
88,8.779130811150608
89,8.868215917363138
90,8.90083403576272
91,8.914324558120798
92,8.920832119912658
93,8.773398167809832
94,8.71141150775415
95,8.830921973649811
96,9.026662856481162
97,8.809790662684568
98,8.724846051562352
99,8.6850669564788
100,8.963159055080997
101,8.776218798349689
102,9.00414079227072
103,9.096415665276675
104,8.988098571722306
105,8.94694657548665
106,8.927171839767952
107,8.76591474038922
108,8.846802197143566
109,8.725174414128446
110,8.67392120601933
111,8.649282891833717
112,8.635469563089396
113,8.927589426231885
114,9.04784217349169
115,8.804593684517942
116,8.858622925412236
117,8.72539329336351
118,8.967876895263698
119,9.065126723805621
120,8.959673886069952
121,8.919972490233212
122,8.90095230593957
123,8.890085463253946
124,9.033725186413296
125,8.942214972596119
126,9.056811051557832
127,8.802893668172203
128,8.99822390095924
129,8.773401877114878
130,8.681165462604799
131,8.78797292540793
132,8.676810234195928
133,8.781304355636967
134,8.672152978080922
135,8.62732631414566
136,8.756016401765443
137,8.806474876951624
138,8.829498448971588
139,8.990907130032564
140,8.908564579052511
141,8.877906613087006
142,8.713894288241198
143,8.793032096206908
144,8.970535163241852
145,8.74392838767945
146,8.953981518786717
147,9.03671157092209
148,8.923489937745552
149,9.029797163909384
150,8.771258862174133
151,8.814235180141868
152,8.67564104360404
153,8.91531026729092
154,8.861108765371542
155,8.992354587152441
156,9.047351980983823
157,9.07236140078689
158,8.784837695980032
159,8.8153927480753
160,8.970080717842643
161,9.031406235033975
162,8.910344698755516
163,8.712231521305915
164,8.926346701103629
165,8.858330658595138
166,8.982494450669316
167,8.733820272750732
168,8.631831107862858
169,8.583299707617305
170,8.556857002032437
171,8.54247234517696
172,8.684256705918548
173,8.741790817012037
174,8.918442004059909
175,8.69428136074501
176,8.755273994306126
177,8.625976038491418
178,8.720457594820834
179,8.75619546974696
180,8.771266591042295
181,8.928598219682552
182,8.694141985850607
183,8.899841044072915
184,8.830350538185376
185,8.653426343592514
186,8.879125091475139
187,8.817033718442502
188,8.794270701947397
189,8.934635485690768
190,8.69110586153065
191,8.892143037319507
192,8.67023687683972
193,8.729513384094425
194,8.899653072905233
195,8.668907840394622
196,8.576856178235493
197,8.533393038159787
198,8.659581052321334
199,8.559106361728475
200,8.819057120551495
201,8.925287411120058
202,8.974487361464139
203,8.999742434369784
204,9.01198011923326
205,8.867552334448284
206,8.807117970685399
207,8.62743365565204
208,8.69849242690504
209,8.571812355954625
210,8.667941814524893
211,8.704500135755717
212,8.869999474866631
213,8.790102186324543
214,8.760673056941823
215,8.597300767104091
216,8.526769190498584
217,8.491893391262455
218,8.472812501022656
219,8.4622040328209
220,8.455945857665455
221,8.75194222105213
222,8.724204517039363
223,8.71944540470322
224,8.569099946529665
225,8.655279331226371
226,8.83642884352725
227,8.911708199822382
228,8.947837215055209
229,8.96599748194996
230,8.67460129111418
231,8.853189161020344
232,8.919405131427219
233,8.947665108261047
234,8.962112349156115
235,8.668755520443407
236,8.69633371354485
237,8.549476729664761
238,8.784903566327529
239,8.878503435616176
240,8.921162255204035
241,8.793034019738554
242,8.890971208323194
243,8.928175142004717
244,8.944040141205747
245,8.651778352473045
246,8.67988299538085
247,8.833303115321236
248,8.59397272289417
249,8.647471854720969
250,8.664257812866849
251,8.819267973138569
252,8.733972145035827
253,8.851746768927516
254,8.599478213708796
255,8.795661007762286
256,8.571280190172052
257,8.479272079872954
258,8.436197706388953
259,8.56254619196624
260,8.762159344788007
261,8.697254955427068
262,8.525883857279705
263,8.754097408029656
264,8.84334677592849
265,8.58382273544109
266,8.779457226507231
267,8.704431705992102
268,8.824680070186957
269,8.724011770703592
270,8.683537264614202
271,8.51448334832601
272,8.741008484667804
273,8.529710424961422
274,8.59476724082442
275,8.767865519015745
276,8.538654681149684
277,8.447396405860601
278,8.704343805051689
279,8.655844220141152
280,8.790404750045262
281,8.847076590543212
282,8.872957112487953
283,8.885883501619423
284,8.591771511668039
285,8.768955333327403
286,8.684444781061378
287,8.79977890693214
288,8.84656904203205
289,8.86732951613475
290,8.577607935703922
291,8.757025864846566
292,8.823675555466211
293,8.702159397807492
294,8.80417253559762
295,8.543413006869063
296,8.735240124470401
297,8.658601463869918
298,8.627975785133515
299,8.464309950610128
300,8.693590667948405
301,8.783721976912465
302,8.674617834504785
303,8.633023848699896
304,8.463025066703715
305,8.689101971211553
306,8.627567213847174
307,8.755052178223382
308,8.508100001655247
309,8.70700129158651
310,8.784030658845179
311,8.817851669065096
312,8.685179902347594
313,8.48076311376436
314,8.391649611196803
315,8.646859391677516
316,8.747782201854736
317,8.644558571343296
318,8.755974337146615
319,8.500086496998208
320,8.240533162332426
321,8.106070627797394
322,8.335735904802675
323,8.12368404533121
324,8.18862125896434
325,8.061628220608108
326,8.30727356118377
327,8.406166878365555
328,8.451563502267735
329,8.174851823594443
330,8.210971883323127
331,8.068542331054557
332,8.306258746578456
333,8.251043302502062
334,8.081765030060035
335,8.16139124549297
336,8.188785082059864
337,8.349611963508428
338,8.267289267611556
339,8.086606347629544
340,8.310035281401404
341,8.096805426966322
342,8.160899220888396
343,8.033494996838929
344,8.128924727527691
345,8.16515685264961
346,8.030483247129876
347,8.125397026614614
348,8.160996518174615
349,8.02603621459403
350,8.270796863575843
351,8.368867733949237
352,8.11387933712657
353,8.011863678704549
354,8.26295349060899
355,8.061455366105575
356,7.981910853441152
357,8.095215986750597
358,8.13742305004776
359,8.00620960703262
360,7.952872541702265
361,7.926831837809018
362,8.21232896547843
363,8.029188136598831
