,0
0,64.87352999999999
1,51.931618158243815
2,45.45978009392083
3,43.46995379567917
4,42.40051631169404
5,42.02908494512725
6,42.16592445886852
7,42.13554811803961
8,46.51513243125841
9,48.05828615074441
10,50.96704010925229
11,52.26020745571929
12,52.69485690701099
13,52.9272175875947
14,54.26099844540306
15,56.21555279406036
16,57.083982986242404
17,58.067084874095556
18,59.056623339980476
19,59.76797880527478
20,60.48241218663974
21,60.8678354207297
22,60.90693945650658
23,61.19938191765204
24,62.52490239208177
25,63.4437900453737
26,63.99197050178789
27,63.81320754039423
28,64.3579749919345
29,64.26053807351994
30,64.58551470995211
31,64.4199736231364
32,64.5610424588196
33,65.18246768996299
34,64.6914757661925
35,64.77804561325772
36,65.43145500771789
37,66.39144754539316
38,65.63562626962096
39,65.7649907575703
40,66.57401791406454
41,65.86109737673556
42,65.75369096887637
43,66.14630781784882
44,66.94298140235003
45,66.78356285882228
46,67.13412974061785
47,67.34750164356024
48,67.41412258619576
49,67.00790843728514
50,67.36420324825926
51,67.26236277488371
52,67.0754179981452
53,66.4656433932806
54,66.72827528731312
55,67.44600431803653
56,67.68849690554303
57,66.99134566752963
58,66.5601277817985
59,66.71291017273086
60,67.55696935834615
61,68.12765471972867
62,67.65862910232389
63,67.91583594281995
64,68.36161117118954
65,62.948634721527256
66,59.90112244477773
67,54.33749814828364
68,52.0560371647816
69,51.17498534856453
70,50.632892805697864
71,49.7498977337971
72,47.67605246798811
73,46.2553394699377
74,45.06282139158794
75,44.18445183024769
76,43.68374789744871
77,43.22599671931834
78,42.64104564073298
79,41.952408114577835
80,41.71522385515718
81,41.26249729667986
82,40.92068704623955
83,40.4149721737435
84,40.18583972606881
85,39.8971396914441
86,39.42339744833688
87,39.291448400300546
88,38.97110571395556
89,39.03657597886986
90,38.704444603254814
91,38.60545343654321
92,38.52258138963559
93,38.269971574074056
94,38.09957252418934
95,37.98357843012874
96,38.03946242939962
97,37.88449377558412
98,37.91660968534899
99,37.76462103968666
100,37.802835087810664
101,37.9598878635601
102,37.706413317705774
103,37.55122813203591
104,37.477407695550646
105,37.575789752417585
106,37.61285728736346
107,37.45901612001283
108,37.52056504867227
109,37.400962929167456
110,37.6217128120356
111,37.58395946285947
112,37.38614144880246
113,37.29134167396902
114,37.247774127359556
115,37.52171748598227
116,37.65434747842869
117,37.39492473720116
118,37.410222122267506
119,37.583733583014315
120,37.35635687843578
121,37.38068015772105
122,37.41082568840794
123,37.26312276365139
124,37.18899317840803
125,37.460029703889234
126,37.29330032533623
127,37.18833208038657
128,37.45496879024033
129,39.91908510443562
130,40.431271514198784
131,41.062279450124564
132,41.459685938210335
133,41.94420262276496
134,42.21259156659954
135,43.064767291243996
136,43.80739224465238
137,44.15455895354334
138,44.557164972925555
139,44.88931220591293
140,44.80711177879457
141,45.04079405491579
142,45.29764932987169
143,45.51786786426279
144,46.02624773575913
145,46.608331020451374
146,46.77463320475135
147,46.63738446990098
148,46.56956664242241
149,46.733755970734855
150,46.57462159286557
151,46.54589593409581
152,46.55287243334399
153,46.81010500634288
154,47.409126190413964
155,47.72906461479484
156,47.57241477587861
157,47.445901793107424
158,48.27201120521518
159,48.38148817170874
160,48.01722578780561
161,47.635105847675035
162,47.25334973441739
163,47.57961534652625
164,48.123070907844976
165,48.007950892120604
166,48.00960919891083
167,48.52092447550475
168,48.11775786196368
169,48.06641777489843
170,48.09151991276448
171,48.41756723577216
172,48.22438076786422
173,48.90089325875914
174,49.11600018854841
175,48.79054337673611
176,48.215695534431944
177,48.7887564131957
178,49.091399678366386
179,48.987049544912374
180,48.47855210014525
181,47.80002433086606
182,47.50510538136237
183,47.65286218447596
184,48.278905129871106
185,48.286372083561886
186,49.3394926972086
187,49.65436612272572
188,48.96321328451507
189,48.32706475217573
190,49.0480827884977
191,49.28909898760989
192,49.31043763044826
193,47.030310734788394
194,46.26001714155991
195,45.07867788040657
196,44.50106486255014
197,44.24539012000301
198,43.94526783251985
199,43.73573375050888
200,43.3270828704803
201,42.74429933353568
202,42.485594119650216
203,42.276175656375756
204,41.98844807542709
205,41.828618134986435
206,41.89310123581553
207,41.545499135566246
208,41.295791370869985
209,41.353513557695074
210,41.17788119177247
211,40.95236300881977
212,40.954432932338115
213,40.69460707548356
214,40.595364668174355
215,40.454330381140174
216,40.27615858471194
217,40.31541222522737
218,40.32521170045967
219,40.450893981804995
220,40.4057965440333
221,40.44543962536073
222,40.28408779919795
223,40.48104403148232
224,40.35229300387115
225,40.48081853289211
226,40.17431419251932
227,39.95230963559118
228,40.01181855104569
229,40.03826691637704
230,40.08005893695204
231,40.16973492864102
232,40.20448678742394
233,40.359700629791654
234,40.017721424276864
235,40.13178134964734
236,40.024590495296025
237,40.02448796932825
238,40.000537359734516
239,39.98049705951751
240,39.93303272867949
241,39.946030430364104
242,40.064733396402374
243,39.85811680456175
244,39.782372262797544
245,39.87513134303818
246,39.87904436327372
247,40.17395564180748
248,40.06047113314706
249,39.83080074182662
250,40.14224448307816
251,40.19742686581773
252,40.04674280660468
253,39.8292156543428
254,39.91325973003051
255,40.042466870119455
256,39.836133580507266
257,40.961432991128994
258,41.29322344442155
259,41.63149038049298
260,42.01070170108756
261,42.20119244815966
262,42.08037187208751
263,42.50602305456576
264,42.55724640127143
265,42.44262427766414
266,42.92010451092847
267,42.84594018787972
268,42.83401988480264
269,43.12723404479474
270,43.167152668096044
271,43.36251821140952
272,43.35090420025713
273,43.28982467189151
274,43.52302993518523
275,43.67159892673382
276,43.75504541132008
277,43.89225471531598
278,43.902896812206286
279,43.6194760852697
280,43.49923240430849
281,43.47565438107484
282,43.93181589500254
283,44.02584259644095
284,44.05278824851015
285,43.85718886314635
286,43.91467783526095
287,43.96750871743099
288,43.76818594825384
289,44.052873795455014
290,44.29209361431205
291,44.09309754399225
292,43.84231431031052
293,43.889158723529036
294,43.92882994823971
295,43.9473808435387
296,43.962201194787355
297,44.19735531094426
298,44.31789095871255
299,44.13933417102952
300,43.900101695377074
301,43.94699869630288
302,44.13586696998432
303,43.92626040786969
304,44.1148712611527
305,44.005035075053726
306,44.00691814879741
307,44.02521374783793
308,44.1799812449735
309,44.25977818354531
310,44.140458243551805
311,44.23098283865778
312,44.43619042465665
313,44.38058271158629
314,44.11858574116211
315,44.147861238424504
316,44.254859810647574
317,44.15300818442622
318,44.40012255837978
319,44.458706199837735
320,44.46835997199863
321,43.17303376150957
322,42.64041298536735
323,42.18968167856303
324,42.21298520268835
325,42.21714660758555
326,41.720266088550254
327,41.34769662605371
328,41.503643417150236
329,41.24734104771928
330,41.32283495142081
331,41.24667031404566
332,41.202983236808244
333,40.982266487417036
334,40.59113651994829
335,40.58904052437862
336,40.72206300790213
337,40.443293072852555
338,40.2643796720511
339,40.24096305188704
340,40.29602657855048
341,40.05690978458996
342,40.28588414242482
343,40.12247683681839
344,40.04881232997426
345,39.9704438714084
346,40.03256080912655
347,40.08950610445237
348,39.99060594566836
349,39.73985124802304
350,39.80039055394714
351,40.061683619599975
352,39.79872099893954
353,39.64574186826716
354,39.88658452302877
355,40.00202281560029
356,39.886623093356434
