,0
0,67.1515
1,60.21447536975617
2,48.63898198298049
3,44.104060023936825
4,42.13278891356712
5,41.47061786273556
6,40.97045416187681
7,41.098707764838075
8,44.95520599687746
9,45.9664363940169
10,47.81682711910026
11,49.360104727960604
12,49.97718949441042
13,50.17734124685191
14,50.27760347279927
15,52.03810467113864
16,53.90190594360525
17,54.758635303463535
18,55.91780331576107
19,56.431600234555496
20,56.683333125937956
21,56.47906251324108
22,56.54844745663883
23,56.96969986626491
24,57.85040155481269
25,58.105825694232344
26,58.760005733121204
27,59.29257673237767
28,59.565246784587515
29,59.53781045511664
30,60.35842683089706
31,59.69792998754839
32,60.00051130090893
33,61.41761193779351
34,61.5657832272076
35,61.27470403610719
36,61.04883378357869
37,61.455090076965746
38,61.98063689763768
39,61.67432394541457
40,61.66096734594599
41,61.20509938553038
42,61.17923487329104
43,61.926978144828574
44,62.70135483522278
45,62.02260765760667
46,62.32126544391754
47,62.54457259229406
48,61.91545080872058
49,62.04531651655544
50,62.17616305195469
51,62.24802229322643
52,62.29389170559855
53,63.01678363576542
54,62.277010732500685
55,61.99772215073917
56,62.04140906489993
57,62.80157790652268
58,63.56432761473684
59,63.28453604052844
60,63.60640747775766
61,63.631058472523804
62,62.86124258028529
63,62.41828662973005
64,62.75710708308408
65,59.350456860754505
66,58.23503877019633
67,54.44068196815857
68,52.54342745466759
69,52.38366585754013
70,51.930393532411316
71,51.491811092187135
72,50.20979841622276
73,48.60626938037331
74,48.046781723492984
75,47.184701076904815
76,46.590566328869485
77,46.093331515173574
78,45.824596804888024
79,45.552188930038525
80,44.918324494293714
81,44.837757252649126
82,44.78471178850363
83,44.32853587774767
84,44.075990265583556
85,43.80689027829996
86,43.74129825530719
87,43.7220118590318
88,43.26440276371285
89,43.27324159142134
90,42.95126979284179
91,42.80052020073299
92,42.63068919165522
93,42.65410041991649
94,42.93919237411915
95,43.04057197436591
96,42.66572430419824
97,42.44858282492694
98,42.56594034352602
99,42.38199647779717
100,42.63637927937922
101,42.612831704629485
102,42.33566396195067
103,42.26890830860969
104,42.23780216214916
105,42.20947924326839
106,42.3391136874327
107,42.321438418616964
108,42.29483363144625
109,42.2045105694643
110,42.2275864879477
111,42.31479516442818
112,42.20008498771305
113,42.43461386474342
114,42.558118615421996
115,42.596417753292776
116,42.386693753984915
117,42.35257517524739
118,42.199824345923716
119,42.270454303097935
120,42.16849796635764
121,42.10872967208286
122,42.165470697706915
123,42.419033304017816
124,42.24122558412317
125,42.21104193238309
126,42.0647351332272
127,42.2121950239841
128,42.29936807715014
129,44.18614212326811
130,44.7641215681396
131,44.99598468599203
132,45.29527934231654
133,45.477334833687365
134,45.738957141213895
135,46.30739192583532
136,46.736128065960244
137,46.99681228202735
138,47.63868969501864
139,48.61825790647341
140,48.557326466655276
141,48.30089321038572
142,48.6206317585425
143,49.44052245861268
144,49.38836637681171
145,49.14887543084165
146,49.58230933362621
147,49.53627466944655
148,49.321444851104644
149,49.50950635090355
150,49.45062293169504
151,49.67444044349205
152,49.84599883794404
153,49.802676306596595
154,50.18838902767072
155,51.02791697003683
156,51.885722680894915
157,52.12370328848049
158,51.93932374997727
159,51.21003549359187
160,50.36796925303175
161,50.7297701158877
162,50.9210628303415
163,51.78410670794139
164,52.13707527226105
165,51.874880508945644
166,51.540188704263144
167,51.345541812010204
168,50.905466676998984
169,51.52805841043339
170,51.496897918144086
171,51.34796935686334
172,51.95100662358876
173,51.053178930305975
174,50.69145690285828
175,50.933625186124
176,51.189129527642464
177,51.17702307468312
178,51.156656409484675
179,51.19367597662411
180,51.508901723137896
181,51.04179015452296
182,50.98450445172837
183,51.17312591047755
184,51.32996216620209
185,51.11066771578821
186,51.285734782928095
187,51.37516898767465
188,51.481465773923226
189,52.07375513492703
190,52.481506089130434
191,52.956569991293705
192,52.27062902319335
193,48.79955295012506
194,47.78895396783833
195,46.425703878566424
196,45.71059879339758
197,45.14282480926857
198,44.84354089334057
199,44.100404631035595
200,43.535560177549684
201,42.87832245743394
202,42.441724878770145
203,42.252211855389085
204,42.15982035543624
205,41.970022185547336
206,41.58954000190892
207,41.28914738162971
208,41.28603501987135
209,41.19865981505641
210,40.83841311957382
